Date,Time,S1_Temp,S2_Temp,S3_Temp,S4_Temp,S1_Light,S2_Light,S3_Light,S4_Light,S1_Sound,S2_Sound,S3_Sound,S4_Sound,S5_CO2,S5_CO2_Slope,S6_PIR,S7_PIR,Room_Occupancy_Count,Avg_Temp,Temp_Range,Avg_Light,Light_Range,Avg_Sound,Sound_Range,Hour,Minute,DayOfWeek
2017/12/22,10:58:22,25.06,24.81,24.63,25.56,122,35,57,44,0.25,0.07,0.07,0.05,395,-0.653846153846,1,0,1,25.015,0.9299999999999997,64.5,87,0.11,0.2,10,58,4
2017/12/22,10:58:52,25.06,24.81,24.63,25.56,123,35,58,44,0.23,0.07,0.08,0.06,395,-0.542307692308,1,0,1,25.015,0.9299999999999997,65.0,88,0.11000000000000001,0.17,10,58,4
2017/12/22,10:59:23,25.06,24.88,24.63,25.5,123,35,58,45,0.13,0.06,0.06,0.06,395,-0.373076923077,0,0,1,25.0175,0.870000000000001,65.25,88,0.0775,0.07,10,59,4
2017/12/22,10:59:54,25.13,24.88,24.63,25.5,123,35,58,44,0.13,0.04,0.06,0.06,390,-0.238461538462,0,0,1,25.035,0.870000000000001,65.0,88,0.07250000000000001,0.09,10,59,4
2017/12/22,11:00:24,25.06,24.88,24.63,25.56,123,35,57,44,0.15,0.05,0.06,0.06,395,-0.0923076923077,0,0,1,25.0325,0.9299999999999997,64.75,88,0.08,0.09999999999999999,11,0,4
2017/12/22,11:00:55,25.13,24.88,24.63,25.56,123,35,58,45,0.11,0.05,0.06,0.06,395,0.0615384615385,0,0,1,25.05,0.9299999999999997,65.25,88,0.07,0.06,11,0,4
2017/12/22,11:01:26,25.13,24.88,24.63,25.56,123,35,58,45,1.31,0.12,0.08,0.07,400,0.319230769231,0,0,1,25.05,0.9299999999999997,65.25,88,0.3950000000000001,1.24,11,1,4
2017/12/22,11:01:56,25.13,24.88,24.63,25.5,124,35,59,45,0.11,0.12,0.06,0.06,400,0.334615384615,0,0,1,25.035,0.870000000000001,65.75,89,0.0875,0.06,11,1,4
2017/12/22,11:02:27,25.13,24.88,24.69,25.5,123,35,58,45,1.57,0.08,0.07,0.14,400,0.388461538462,1,0,1,25.05,0.8099999999999987,65.25,88,0.4650000000000001,1.5,11,2,4
2017/12/22,11:02:58,25.13,24.88,24.69,25.5,123,35,59,44,0.21,0.19,0.17,0.07,405,0.480769230769,1,0,1,25.05,0.8099999999999987,65.25,88,0.16000000000000003,0.13999999999999999,11,2,4
2017/12/22,11:03:28,25.13,24.88,24.69,25.56,123,35,58,44,0.44,0.13,0.17,0.09,410,0.607692307692,1,0,1,25.065,0.8699999999999974,65.0,88,0.20750000000000002,0.35,11,3,4
2017/12/22,11:03:59,25.13,24.88,24.69,25.56,123,35,58,44,0.46,0.14,0.16,0.07,410,0.719230769231,1,0,1,25.065,0.8699999999999974,65.0,88,0.20750000000000002,0.39,11,3,4
2017/12/22,11:04:29,25.13,24.88,24.69,25.56,123,35,58,45,0.98,0.25,0.19,0.16,405,0.769230769231,1,0,1,25.065,0.8699999999999974,65.25,88,0.39499999999999996,0.82,11,4,4
2017/12/22,11:05:00,25.19,24.88,24.69,25.56,123,35,58,44,0.15,0.13,0.23,0.06,405,0.807692307692,0,0,1,25.080000000000002,0.8699999999999974,65.0,88,0.14250000000000002,0.17,11,5,4
2017/12/22,11:05:31,25.19,24.88,24.69,25.56,123,35,58,45,0.08,0.08,0.07,0.06,400,0.788461538462,0,0,1,25.080000000000002,0.8699999999999974,65.25,88,0.07250000000000001,0.020000000000000004,11,5,4
2017/12/22,11:06:01,25.19,24.88,24.69,25.56,123,35,58,44,0.09,0.05,0.07,0.08,410,0.853846153846,1,0,1,25.080000000000002,0.8699999999999974,65.0,88,0.07250000000000001,0.039999999999999994,11,6,4
2017/12/22,11:06:32,25.19,24.88,24.69,25.56,123,35,58,44,0.37,0.16,0.18,0.05,410,0.903846153846,0,0,1,25.080000000000002,0.8699999999999974,65.0,88,0.19,0.32,11,6,4
2017/12/22,11:07:03,25.19,24.88,24.69,25.69,122,35,59,44,0.08,0.06,0.06,0.06,405,0.892307692308,0,0,1,25.1125,1.0,65.0,87,0.065,0.020000000000000004,11,7,4
2017/12/22,11:07:33,25.19,24.88,24.69,25.63,122,35,58,44,0.93,0.05,0.06,0.14,410,0.915384615385,0,0,1,25.0975,0.9399999999999977,64.75,87,0.29500000000000004,0.88,11,7,4
2017/12/22,11:08:04,25.19,24.88,24.69,25.63,123,35,57,44,0.07,0.24,0.06,0.06,410,0.923076923077,0,0,1,25.0975,0.9399999999999977,64.75,88,0.1075,0.18,11,8,4
2017/12/22,11:08:35,25.19,24.94,24.69,25.56,123,35,58,44,0.07,0.05,0.05,0.06,415,0.961538461538,0,0,1,25.095000000000002,0.8699999999999974,65.0,88,0.0575,0.020000000000000004,11,8,4
2017/12/22,11:09:05,25.19,24.88,24.69,25.56,123,35,58,44,0.08,0.05,0.05,0.06,420,1.02692307692,0,0,1,25.080000000000002,0.8699999999999974,65.0,88,0.06,0.03,11,9,4
2017/12/22,11:09:36,25.19,24.94,24.69,25.56,123,35,57,43,0.08,0.05,0.06,0.06,425,1.11538461538,0,0,1,25.095000000000002,0.8699999999999974,64.5,88,0.0625,0.03,11,9,4
2017/12/22,11:10:06,25.19,24.94,24.75,25.56,123,35,57,44,1.27,0.06,0.11,0.13,425,1.17692307692,0,0,1,25.11,0.8099999999999987,64.75,88,0.39250000000000007,1.21,11,10,4
2017/12/22,11:10:37,25.19,24.94,24.69,25.63,123,35,59,45,0.08,0.26,0.21,0.07,420,1.21538461538,0,0,1,25.1125,0.9399999999999977,65.5,88,0.15500000000000003,0.19,11,10,4
2017/12/22,11:11:08,25.19,24.94,24.75,25.63,123,36,59,45,0.1,0.08,0.09,0.06,420,1.23461538462,0,0,1,25.127499999999998,0.879999999999999,65.75,87,0.0825,0.04000000000000001,11,11,4
2017/12/22,11:11:38,25.19,24.94,24.69,25.63,123,35,59,45,0.46,0.16,0.21,0.11,420,1.23461538462,1,0,1,25.1125,0.9399999999999977,65.5,88,0.235,0.35000000000000003,11,11,4
2017/12/22,11:12:09,25.19,24.88,24.69,25.63,123,35,59,45,0.42,0.19,0.16,0.09,420,1.21538461538,0,0,1,25.0975,0.9399999999999977,65.5,88,0.215,0.32999999999999996,11,12,4
2017/12/22,11:12:40,25.19,24.94,24.75,25.63,124,35,60,46,0.17,0.05,0.06,0.06,425,1.17307692308,0,0,1,25.127499999999998,0.879999999999999,66.25,89,0.085,0.12000000000000001,11,12,4
2017/12/22,11:13:10,25.19,24.94,24.75,25.63,124,36,61,47,1.44,0.12,0.15,0.09,430,1.2,0,0,1,25.127499999999998,0.879999999999999,67.0,88,0.45,1.3499999999999999,11,13,4
2017/12/22,11:13:41,25.25,24.94,24.75,25.63,124,36,61,46,0.76,0.27,0.24,0.13,430,1.2,1,0,1,25.1425,0.879999999999999,66.75,88,0.35,0.63,11,13,4
2017/12/22,11:14:12,25.25,24.94,24.75,25.63,124,36,61,46,0.16,0.06,0.05,0.06,435,1.26923076923,0,0,1,25.1425,0.879999999999999,66.75,88,0.0825,0.11,11,14,4
2017/12/22,11:14:42,25.25,24.94,24.75,25.56,124,36,60,46,0.09,0.05,0.06,0.06,425,1.21923076923,0,0,1,25.125,0.8099999999999987,66.5,88,0.065,0.039999999999999994,11,14,4
2017/12/22,11:15:13,25.25,24.94,24.75,25.69,123,35,59,45,0.28,0.05,0.07,0.06,425,1.15,0,0,1,25.1575,0.9400000000000013,65.5,88,0.115,0.23000000000000004,11,15,4
2017/12/22,11:15:43,25.25,24.94,24.75,25.63,123,35,59,45,0.07,0.07,0.05,0.07,420,1.06538461538,0,0,1,25.1425,0.879999999999999,65.5,88,0.065,0.020000000000000004,11,15,4
2017/12/22,11:16:14,25.25,24.94,24.75,25.63,124,36,60,46,0.28,0.12,0.11,0.08,420,1.01923076923,1,0,1,25.1425,0.879999999999999,66.5,88,0.1475,0.2,11,16,4
2017/12/22,11:16:45,25.25,24.94,24.75,25.63,123,35,60,45,0.24,0.11,0.14,0.07,420,0.965384615385,0,0,1,25.1425,0.879999999999999,65.75,88,0.14,0.16999999999999998,11,16,4
2017/12/22,11:17:15,25.25,24.94,24.75,25.69,123,35,60,45,0.93,0.14,0.12,0.08,430,0.946153846154,1,0,1,25.1575,0.9400000000000013,65.75,88,0.3175,0.8500000000000001,11,17,4
2017/12/22,11:17:46,25.25,24.94,24.75,25.69,123,35,60,45,0.1,0.09,0.1,0.06,435,0.953846153846,0,0,1,25.1575,0.9400000000000013,65.75,88,0.08750000000000001,0.04000000000000001,11,17,4
2017/12/22,11:18:17,25.25,24.94,24.81,25.63,123,35,59,45,0.68,0.12,0.11,0.1,430,0.842307692308,0,0,1,25.1575,0.8200000000000003,65.5,88,0.2525,0.5800000000000001,11,18,4
2017/12/22,11:18:47,25.25,24.94,24.75,25.63,123,35,60,45,0.94,0.12,0.13,0.06,445,0.946153846154,0,0,1,25.1425,0.879999999999999,65.75,88,0.3125,0.8799999999999999,11,18,4
2017/12/22,11:19:18,25.25,24.94,24.75,25.56,123,35,59,45,0.12,0.05,0.06,0.07,440,0.976923076923,0,0,1,25.125,0.8099999999999987,65.5,88,0.075,0.06999999999999999,11,19,4
2017/12/22,11:19:49,25.25,25.0,24.81,25.63,123,35,59,45,0.29,0.08,0.1,0.07,440,0.934615384615,0,0,1,25.1725,0.8200000000000003,65.5,88,0.135,0.21999999999999997,11,19,4
2017/12/22,11:20:19,25.25,24.94,24.81,25.69,124,36,61,47,0.83,0.05,0.06,0.08,435,0.869230769231,0,0,1,25.1725,0.8800000000000026,67.0,88,0.255,0.7799999999999999,11,20,4
2017/12/22,11:20:50,25.25,25.0,24.81,25.69,124,36,62,47,1.1,0.1,0.09,0.05,430,0.738461538462,1,0,1,25.1875,0.8800000000000026,67.25,88,0.3350000000000001,1.05,11,20,4
2017/12/22,11:21:20,25.25,25.0,24.81,25.63,124,36,61,46,0.83,0.1,0.11,0.1,435,0.688461538462,0,0,1,25.1725,0.8200000000000003,66.75,88,0.28500000000000003,0.73,11,21,4
2017/12/22,11:21:51,25.25,25.0,24.81,25.69,123,36,60,45,0.48,0.15,0.18,0.11,440,0.719230769231,1,0,1,25.1875,0.8800000000000026,66.0,87,0.23,0.37,11,21,4
2017/12/22,11:22:22,25.31,25.0,24.81,25.69,123,35,60,46,0.65,0.08,0.11,0.07,445,0.830769230769,0,0,1,25.2025,0.8800000000000026,66.0,88,0.22749999999999998,0.5800000000000001,11,22,4
2017/12/22,11:22:52,25.31,25.0,24.81,25.63,123,35,60,45,0.4,0.06,0.08,0.06,445,0.926923076923,0,0,1,25.1875,0.8200000000000003,65.75,88,0.15000000000000002,0.34,11,22,4
2017/12/22,11:23:23,25.31,25.0,24.81,25.63,124,36,60,45,0.49,0.06,0.07,0.07,445,0.957692307692,0,0,1,25.1875,0.8200000000000003,66.25,88,0.17250000000000004,0.43,11,23,4
2017/12/22,11:23:54,25.31,25.0,24.81,25.69,124,35,60,45,0.13,0.1,0.09,0.06,445,0.969230769231,0,0,1,25.2025,0.8800000000000026,66.0,89,0.095,0.07,11,23,4
2017/12/22,11:24:24,25.31,25.0,24.81,25.75,124,36,60,46,0.35,0.05,0.05,0.11,440,0.915384615385,0,0,1,25.2175,0.9400000000000013,66.5,88,0.13999999999999999,0.3,11,24,4
2017/12/22,11:24:55,25.31,25.0,24.81,25.75,124,36,63,48,0.17,0.1,0.14,0.06,440,0.846153846154,0,0,1,25.2175,0.9400000000000013,67.75,88,0.11750000000000001,0.11000000000000001,11,24,4
2017/12/22,11:25:25,25.31,25.0,24.81,25.75,124,37,64,49,1.85,0.19,0.15,0.12,445,0.857692307692,0,0,1,25.2175,0.9400000000000013,68.5,87,0.5775,1.73,11,25,4
2017/12/22,11:25:56,25.31,25.0,24.81,25.69,124,37,65,49,0.28,0.08,0.08,0.07,445,0.903846153846,1,0,1,25.2025,0.8800000000000026,68.75,87,0.1275,0.21000000000000002,11,25,4
2017/12/22,11:26:27,25.31,25.0,24.81,25.75,123,37,64,49,0.36,0.09,0.09,0.09,450,0.984615384615,1,0,1,25.2175,0.9400000000000013,68.25,86,0.15749999999999997,0.27,11,26,4
2017/12/22,11:27:28,25.31,25.25,24.88,25.75,123,31,61,46,0.48,0.31,0.53,0.1,450,1.1,1,1,1,25.2975,0.870000000000001,65.25,92,0.35500000000000004,0.43000000000000005,11,27,4
2017/12/22,11:27:59,25.31,25.63,24.81,25.75,124,29,62,46,0.51,0.55,0.17,0.12,450,1.10384615385,1,1,1,25.375,0.9400000000000013,65.25,95,0.3375,0.43000000000000005,11,27,4
2017/12/22,11:28:29,25.38,25.44,24.81,25.69,150,187,63,49,0.46,0.46,0.21,0.11,450,1.08846153846,1,1,2,25.33,0.8800000000000026,112.25,138,0.31000000000000005,0.35000000000000003,11,28,4
2017/12/22,11:29:00,25.38,25.44,24.81,25.75,153,216,63,49,0.76,0.74,0.15,0.14,450,1.00384615385,1,1,2,25.345,0.9400000000000013,120.25,167,0.4475,0.62,11,29,4
2017/12/22,11:29:31,25.38,25.44,24.88,25.75,155,234,63,49,1.77,1.08,0.2,0.08,450,0.896153846154,1,1,2,25.3625,0.870000000000001,125.25,185,0.7825000000000001,1.69,11,29,4
2017/12/22,11:30:01,25.38,25.44,24.81,25.75,156,239,64,50,0.8,0.29,0.1,0.09,445,0.719230769231,0,1,2,25.345,0.9400000000000013,127.25,189,0.32000000000000006,0.7100000000000001,11,30,4
2017/12/22,11:30:32,25.38,25.38,24.81,25.81,157,241,67,53,0.73,0.24,0.1,0.1,445,0.623076923077,0,1,2,25.345,1.0,129.5,188,0.29250000000000004,0.63,11,30,4
2017/12/22,11:31:02,25.38,25.38,24.88,25.81,157,242,68,54,1.14,0.33,0.23,0.17,450,0.611538461538,0,1,2,25.3625,0.9299999999999997,130.25,188,0.46749999999999997,0.9699999999999999,11,31,4
2017/12/22,11:31:33,25.38,25.44,24.81,25.81,157,242,69,54,0.58,0.56,0.25,0.16,450,0.538461538462,0,1,2,25.36,1.0,130.5,188,0.3875,0.41999999999999993,11,31,4
2017/12/22,11:32:04,25.38,25.44,24.88,25.69,158,243,70,54,0.71,0.68,0.27,0.23,455,0.646153846154,1,0,2,25.3475,0.8100000000000023,131.25,189,0.47250000000000003,0.48,11,32,4
2017/12/22,11:32:34,25.38,25.44,24.81,25.81,157,242,67,53,0.44,0.63,0.25,0.1,455,0.696153846154,1,0,2,25.36,1.0,129.75,189,0.35500000000000004,0.53,11,32,4
2017/12/22,11:33:05,25.38,25.31,24.88,25.75,157,242,68,53,0.23,0.32,0.13,0.11,450,0.688461538462,0,0,2,25.33,0.870000000000001,130.0,189,0.1975,0.21000000000000002,11,33,4
2017/12/22,11:33:36,25.38,25.38,24.88,25.75,157,241,68,53,2.79,0.41,0.2,0.24,450,0.623076923077,1,0,2,25.3475,0.870000000000001,129.75,188,0.9100000000000001,2.59,11,33,4
2017/12/22,11:34:06,25.38,25.38,24.88,25.75,157,241,68,53,0.54,0.55,0.21,0.18,445,0.45,1,0,2,25.3475,0.870000000000001,129.75,188,0.37,0.37000000000000005,11,34,4
2017/12/22,11:34:37,25.38,25.44,24.88,25.75,157,240,69,54,2.49,0.67,0.2,0.12,450,0.361538461538,1,0,2,25.3625,0.870000000000001,130.0,186,0.8700000000000001,2.37,11,34,4
2017/12/22,11:35:08,25.44,25.44,24.88,25.75,157,240,70,54,0.47,0.25,0.14,0.11,450,0.311538461538,1,0,2,25.3775,0.870000000000001,130.25,186,0.2425,0.36,11,35,4
2017/12/22,11:35:38,25.44,25.38,24.88,25.81,157,239,70,54,3.51,0.38,0.22,0.19,450,0.303846153846,1,0,2,25.3775,0.9299999999999997,130.0,185,1.075,3.32,11,35,4
2017/12/22,11:36:09,25.44,25.38,24.88,25.81,156,239,70,54,0.73,0.81,0.41,0.17,460,0.384615384615,1,0,2,25.3775,0.9299999999999997,129.75,185,0.53,0.64,11,36,4
2017/12/22,11:36:39,25.44,25.44,24.88,25.81,157,239,70,54,0.63,0.42,0.21,0.15,460,0.453846153846,0,0,2,25.392500000000002,0.9299999999999997,130.0,185,0.3525,0.48,11,36,4
2017/12/22,11:39:13,25.44,25.5,24.88,25.75,155,236,70,53,1.14,0.56,0.32,0.14,475,0.65,1,1,2,25.3925,0.870000000000001,128.5,183,0.54,0.9999999999999999,11,39,4
2017/12/22,11:39:43,25.44,25.56,24.88,25.75,155,236,68,53,1.02,0.51,0.17,0.17,480,0.819230769231,1,1,2,25.4075,0.870000000000001,128.0,183,0.46749999999999997,0.85,11,39,4
2017/12/22,11:40:14,25.44,25.5,24.88,25.75,155,237,69,54,0.63,0.36,0.18,0.13,480,0.957692307692,0,1,2,25.3925,0.870000000000001,128.75,183,0.32499999999999996,0.5,11,40,4
2017/12/22,11:40:45,25.44,25.56,24.94,25.75,155,236,69,54,1.33,0.78,0.18,0.11,485,1.16153846154,1,1,2,25.4225,0.8099999999999987,128.5,182,0.6000000000000001,1.22,11,40,4
2017/12/22,11:41:15,25.44,25.56,24.94,25.81,155,236,70,54,0.17,0.35,0.11,0.07,490,1.38076923077,0,1,2,25.4375,0.8699999999999974,128.75,182,0.175,0.27999999999999997,11,41,4
2017/12/22,11:41:46,25.44,25.56,24.94,25.75,155,237,71,55,0.43,0.36,0.21,0.11,500,1.70769230769,1,1,2,25.4225,0.8099999999999987,129.5,182,0.2775,0.32,11,41,4
2017/12/22,11:42:16,25.5,25.56,24.88,25.81,155,237,71,55,1.87,0.56,0.23,0.14,500,1.99615384615,1,1,2,25.4375,0.9299999999999997,129.5,182,0.7000000000000001,1.73,11,42,4
2017/12/22,11:42:47,25.5,25.56,24.88,25.81,155,235,72,54,0.73,1.15,0.24,0.17,500,2.24615384615,0,0,2,25.4375,0.9299999999999997,129.0,181,0.5725,0.9799999999999999,11,42,4
2017/12/22,11:43:18,25.44,25.56,24.94,25.88,155,236,71,54,1.53,1.24,0.36,0.27,500,2.45769230769,1,0,2,25.455,0.9399999999999977,129.0,182,0.85,1.26,11,43,4
2017/12/22,11:43:48,25.44,25.56,24.94,25.81,155,235,71,54,2.95,1.27,0.25,0.17,510,2.72307692308,1,1,2,25.4375,0.8699999999999974,128.75,181,1.1600000000000001,2.7800000000000002,11,43,4
2017/12/22,11:44:19,25.5,25.56,24.94,25.81,155,235,70,54,1.78,0.63,0.18,0.08,510,2.94230769231,1,0,2,25.4525,0.8699999999999974,128.5,181,0.6675000000000001,1.7,11,44,4
2017/12/22,11:44:50,25.5,25.56,24.94,25.75,155,234,70,54,0.08,0.35,0.07,0.28,515,3.11153846154,0,0,2,25.4375,0.8099999999999987,128.25,180,0.195,0.27999999999999997,11,44,4
2017/12/22,11:45:20,25.44,25.63,24.94,25.81,155,234,70,54,0.45,2.12,0.34,0.06,515,3.22692307692,1,0,2,25.455000000000002,0.8699999999999974,128.25,180,0.7425,2.06,11,45,4
2017/12/22,11:45:51,25.5,25.63,24.94,25.81,155,235,71,55,2.01,0.32,0.11,0.09,515,3.33846153846,0,0,2,25.47,0.8699999999999974,129.0,180,0.6324999999999998,1.9199999999999997,11,45,4
2017/12/22,11:46:22,25.5,25.63,24.94,25.88,155,235,72,55,0.33,0.38,0.1,0.09,520,3.44615384615,0,1,2,25.487499999999997,0.9399999999999977,129.25,180,0.22499999999999998,0.29000000000000004,11,46,4
2017/12/22,11:46:52,25.5,25.63,24.94,25.81,155,235,71,55,0.5,0.49,0.14,0.11,525,3.59615384615,1,1,2,25.47,0.8699999999999974,129.0,180,0.31,0.39,11,46,4
2017/12/22,11:47:23,25.5,25.63,24.94,25.81,155,234,73,56,1.02,0.29,0.16,0.13,530,3.73846153846,1,1,2,25.47,0.8699999999999974,129.5,178,0.4,0.89,11,47,4
2017/12/22,11:47:53,25.5,25.56,24.94,25.81,155,234,72,55,0.49,0.23,0.19,0.15,540,3.86538461538,1,1,2,25.4525,0.8699999999999974,129.0,179,0.26499999999999996,0.33999999999999997,11,47,4
2017/12/22,11:48:24,25.5,25.63,24.94,25.81,155,235,73,56,0.29,0.51,0.19,0.09,540,3.92307692308,1,0,2,25.47,0.8699999999999974,129.75,179,0.27,0.42000000000000004,11,48,4
2017/12/22,11:48:55,25.5,25.63,24.94,25.81,155,234,73,56,0.33,0.19,0.11,0.13,545,3.90769230769,1,0,2,25.47,0.8699999999999974,129.5,178,0.19,0.22000000000000003,11,48,4
2017/12/22,11:49:25,25.56,25.63,24.94,25.81,155,234,73,56,0.15,0.26,0.22,0.07,545,3.86538461538,1,0,2,25.485,0.8699999999999974,129.5,178,0.175,0.19,11,49,4
2017/12/22,11:49:56,25.56,25.69,25.0,25.94,155,234,74,56,0.63,0.15,0.09,0.06,545,3.75,0,0,2,25.5475,0.9400000000000013,129.75,178,0.23249999999999998,0.5700000000000001,11,49,4
2017/12/22,11:50:27,25.56,25.69,25.0,25.81,155,233,73,56,0.08,0.14,0.06,0.06,550,3.60769230769,0,0,2,25.515,0.8099999999999987,129.25,177,0.085,0.08000000000000002,11,50,4
2017/12/22,11:50:57,25.5,25.69,24.94,25.81,155,233,73,56,0.17,0.14,0.15,0.07,550,3.48846153846,0,0,2,25.485,0.8699999999999974,129.25,177,0.1325,0.1,11,50,4
2017/12/22,11:51:28,25.56,25.69,25.0,25.81,155,233,73,56,1.81,0.28,0.06,0.1,550,3.3,0,1,2,25.515,0.8099999999999987,129.25,177,0.5625,1.75,11,51,4
2017/12/22,11:51:59,25.56,25.69,25.0,25.81,155,233,74,56,0.63,0.42,0.15,0.13,555,3.23846153846,1,1,2,25.515,0.8099999999999987,129.5,177,0.3325,0.5,11,51,4
2017/12/22,11:52:29,25.56,25.69,25.0,25.81,155,233,74,57,0.68,0.82,0.19,0.12,555,3.16538461538,1,0,2,25.515,0.8099999999999987,129.75,176,0.4525,0.7,11,52,4
2017/12/22,11:53:00,25.56,25.75,25.0,25.81,155,233,74,57,0.32,0.43,0.16,0.11,555,3.03461538462,1,1,2,25.53,0.8099999999999987,129.75,176,0.255,0.32,11,53,4
2017/12/22,11:53:30,25.56,25.75,25.0,25.81,155,233,75,57,1.16,0.27,0.09,0.07,555,2.89615384615,1,1,2,25.53,0.8099999999999987,130.0,176,0.3975,1.0899999999999999,11,53,4
2017/12/22,11:54:01,25.56,25.75,25.0,25.88,155,232,74,57,0.45,0.17,0.13,0.14,560,2.8,1,1,1,25.5475,0.879999999999999,129.5,175,0.2225,0.32,11,54,4
2017/12/22,11:54:32,25.56,25.69,25.0,25.88,155,233,74,56,0.31,0.5,0.27,0.06,560,2.75,1,0,1,25.5325,0.879999999999999,129.5,177,0.28500000000000003,0.44,11,54,4
2017/12/22,11:55:02,25.56,25.75,25.0,25.88,155,233,74,56,0.5,0.1,0.11,0.08,560,2.65384615385,1,0,2,25.5475,0.879999999999999,129.5,177,0.19749999999999998,0.42,11,55,4
2017/12/22,11:55:33,25.56,25.69,25.0,25.88,155,232,75,58,1.33,1.54,0.42,0.2,560,2.51153846154,1,1,2,25.5325,0.879999999999999,130.0,174,0.8725,1.34,11,55,4
2017/12/22,11:56:04,25.56,25.75,25.0,25.94,155,232,75,58,0.54,0.78,0.29,0.21,565,2.36923076923,1,1,2,25.5625,0.9400000000000013,130.0,174,0.455,0.5700000000000001,11,56,4
2017/12/22,11:56:34,25.56,25.75,25.0,25.88,155,232,75,58,0.41,1.05,0.29,0.17,570,2.32307692308,1,1,2,25.5475,0.879999999999999,130.0,174,0.48,0.88,11,56,4
2017/12/22,11:57:05,25.56,25.69,25.0,25.94,151,232,75,58,2.12,1.03,0.16,0.46,570,2.23076923077,1,1,2,25.5475,0.9400000000000013,129.0,174,0.9425000000000001,1.9600000000000002,11,57,4
